IP:PORT, LOSS, DELAY
162.159.195.114:943,10.00%,357 ms
188.114.98.52:1070,10.00%,357 ms
188.114.97.252:1074,10.00%,357 ms
162.159.195.250:955,10.00%,357 ms
162.159.195.242:1387,10.00%,357 ms
188.114.99.53:2506,10.00%,357 ms
188.114.97.65:1843,10.00%,357 ms
188.114.99.74:3138,10.00%,357 ms
188.114.99.253:4177,10.00%,357 ms
188.114.96.155:1014,10.00%,357 ms
188.114.96.115:4198,10.00%,357 ms
188.114.98.251:894,10.00%,357 ms
188.114.99.236:1074,10.00%,357 ms
162.159.192.253:3581,10.00%,357 ms
188.114.97.253:987,10.00%,357 ms
188.114.99.180:1180,10.00%,357 ms
188.114.99.4:934,10.00%,357 ms
188.114.96.182:3138,10.00%,357 ms
188.114.96.173:3138,10.00%,357 ms
188.114.96.38:7156,10.00%,358 ms
188.114.98.195:1014,10.00%,358 ms
188.114.98.171:8319,10.00%,358 ms
162.159.195.141:1074,10.00%,358 ms
188.114.96.205:891,10.00%,358 ms
188.114.99.81:5279,10.00%,358 ms
162.159.195.51:7152,10.00%,358 ms
162.159.195.236:955,10.00%,358 ms
188.114.97.95:987,10.00%,358 ms
162.159.192.65:7281,10.00%,358 ms
188.114.96.60:1387,10.00%,358 ms
188.114.99.109:7559,10.00%,358 ms
188.114.98.235:890,10.00%,358 ms
162.159.192.132:5279,10.00%,358 ms
188.114.99.127:1701,10.00%,358 ms
188.114.96.85:2408,10.00%,358 ms
188.114.99.219:1002,10.00%,358 ms
188.114.99.160:4233,10.00%,358 ms
188.114.99.89:4198,10.00%,358 ms
188.114.98.39:7152,10.00%,358 ms
188.114.97.171:2371,10.00%,358 ms
162.159.195.13:500,10.00%,358 ms
188.114.99.169:1002,10.00%,358 ms
188.114.98.13:955,10.00%,359 ms
162.159.192.73:7103,10.00%,359 ms
188.114.96.175:3138,10.00%,359 ms
162.159.195.88:1002,10.00%,359 ms
162.159.192.50:968,10.00%,359 ms
162.159.192.152:4233,10.00%,359 ms
188.114.98.162:8319,10.00%,359 ms
162.159.192.73:4177,10.00%,359 ms
162.159.192.52:7281,10.00%,359 ms
188.114.96.180:3138,10.00%,359 ms
188.114.99.90:5279,10.00%,359 ms
162.159.192.44:968,10.00%,359 ms
188.114.97.94:8742,10.00%,359 ms
188.114.96.35:890,10.00%,359 ms
162.159.195.219:854,10.00%,359 ms
162.159.192.207:3581,10.00%,359 ms
188.114.99.191:1701,10.00%,359 ms
162.159.195.238:1387,10.00%,359 ms
188.114.99.250:4177,10.00%,359 ms
188.114.97.174:2371,10.00%,359 ms
162.159.195.137:894,10.00%,359 ms
188.114.96.35:8319,10.00%,360 ms
162.159.192.207:500,10.00%,360 ms
162.159.195.242:955,10.00%,360 ms
162.159.195.117:943,10.00%,360 ms
162.159.192.45:3854,10.00%,360 ms
188.114.98.65:3581,10.00%,360 ms
162.159.195.72:5279,10.00%,360 ms
188.114.97.63:7281,10.00%,360 ms
188.114.99.91:942,10.00%,360 ms
188.114.97.26:1014,10.00%,360 ms
188.114.96.233:934,10.00%,360 ms
188.114.97.93:8742,10.00%,360 ms
188.114.97.51:934,10.00%,360 ms
162.159.195.42:4233,10.00%,360 ms
188.114.98.120:934,10.00%,360 ms
188.114.99.152:939,10.00%,360 ms
188.114.96.117:3476,10.00%,360 ms
188.114.97.1:946,10.00%,360 ms
188.114.96.125:1180,10.00%,360 ms
188.114.98.134:8854,10.00%,360 ms
188.114.99.199:1701,10.00%,360 ms
162.159.192.40:968,10.00%,360 ms
162.159.195.175:1014,10.00%,360 ms
162.159.195.43:4233,10.00%,360 ms
188.114.97.205:939,10.00%,360 ms
188.114.96.149:1070,10.00%,360 ms
188.114.98.162:890,10.00%,360 ms
188.114.96.67:946,10.00%,360 ms
188.114.98.200:3476,10.00%,360 ms
188.114.99.26:942,10.00%,360 ms
188.114.98.133:934,10.00%,361 ms
188.114.98.250:934,10.00%,361 ms
188.114.98.153:859,10.00%,361 ms
188.114.99.20:939,10.00%,361 ms
162.159.192.78:7103,10.00%,361 ms
188.114.99.119:7103,10.00%,361 ms
162.159.192.74:4177,10.00%,361 ms
188.114.98.226:880,10.00%,361 ms
188.114.98.49:1070,10.00%,361 ms
188.114.98.198:1014,10.00%,361 ms
188.114.97.115:903,10.00%,361 ms
188.114.96.25:890,10.00%,361 ms
188.114.98.153:8742,10.00%,361 ms
162.159.195.45:4233,10.00%,361 ms
188.114.96.102:4500,10.00%,361 ms
162.159.195.69:1387,10.00%,361 ms
188.114.98.18:955,10.00%,361 ms
162.159.192.162:4233,10.00%,361 ms
162.159.195.131:1074,10.00%,361 ms
188.114.97.184:2371,10.00%,361 ms
188.114.96.178:955,10.00%,361 ms
188.114.97.255:934,10.00%,362 ms
188.114.98.36:7152,10.00%,362 ms
162.159.192.76:4177,10.00%,362 ms
188.114.97.246:987,10.00%,362 ms
188.114.96.211:890,10.00%,362 ms
162.159.192.161:8742,10.00%,362 ms
188.114.97.24:1014,10.00%,362 ms
162.159.195.55:1014,10.00%,362 ms
162.159.195.77:1387,10.00%,362 ms
188.114.96.109:3476,10.00%,362 ms
188.114.97.71:955,10.00%,362 ms
188.114.99.50:864,10.00%,362 ms
162.159.192.136:943,10.00%,362 ms
162.159.195.49:1014,10.00%,362 ms
188.114.98.233:890,10.00%,362 ms
188.114.97.94:987,10.00%,362 ms
188.114.96.76:2408,10.00%,362 ms
188.114.96.149:987,10.00%,362 ms
188.114.96.126:1180,10.00%,362 ms
162.159.192.168:894,10.00%,362 ms
188.114.96.202:890,10.00%,362 ms
162.159.195.185:864,10.00%,362 ms
188.114.96.176:955,10.00%,362 ms
162.159.195.177:2408,10.00%,362 ms
188.114.96.86:2408,10.00%,363 ms
188.114.99.166:1002,10.00%,363 ms
162.159.192.74:7103,10.00%,363 ms
188.114.99.6:939,10.00%,363 ms
162.159.195.139:894,10.00%,363 ms
162.159.192.93:8742,10.00%,363 ms
188.114.97.112:1843,10.00%,363 ms
162.159.195.168:2408,10.00%,363 ms
162.159.195.146:894,10.00%,363 ms
188.114.97.118:903,10.00%,363 ms
188.114.98.107:2506,10.00%,363 ms
188.114.97.47:5956,10.00%,363 ms
188.114.99.189:1180,10.00%,363 ms
162.159.192.38:968,10.00%,363 ms
188.114.97.68:1843,10.00%,363 ms
188.114.98.253:894,10.00%,363 ms
162.159.192.92:1387,10.00%,363 ms
188.114.98.225:880,10.00%,363 ms
188.114.99.133:878,10.00%,363 ms
188.114.98.251:934,10.00%,363 ms
188.114.97.86:946,10.00%,363 ms
188.114.99.246:1074,10.00%,363 ms
188.114.96.67:7281,10.00%,363 ms
188.114.98.13:7559,10.00%,364 ms
188.114.97.60:1843,10.00%,364 ms
188.114.96.243:7281,10.00%,364 ms
188.114.97.61:1843,10.00%,364 ms
162.159.195.253:3138,10.00%,364 ms
188.114.96.204:890,10.00%,364 ms
188.114.98.73:3581,10.00%,364 ms
188.114.98.143:859,10.00%,364 ms
188.114.96.90:1701,10.00%,364 ms
162.159.192.84:4177,10.00%,364 ms
188.114.98.121:1002,10.00%,364 ms
188.114.99.97:3476,10.00%,364 ms
188.114.97.52:934,10.00%,364 ms
188.114.99.99:3476,10.00%,364 ms
188.114.98.132:8854,10.00%,364 ms
162.159.195.43:8854,10.00%,364 ms
188.114.96.46:7156,10.00%,364 ms
162.159.192.220:8854,10.00%,364 ms
162.159.192.28:968,10.00%,364 ms
162.159.195.172:2408,10.00%,364 ms
188.114.98.247:894,10.00%,364 ms
188.114.97.201:939,10.00%,364 ms
162.159.195.144:894,10.00%,364 ms
188.114.98.205:1843,10.00%,365 ms
188.114.99.234:1074,10.00%,365 ms
162.159.192.28:3854,10.00%,365 ms
188.114.97.234:4233,10.00%,365 ms
188.114.97.212:955,10.00%,365 ms
188.114.98.164:890,10.00%,365 ms
162.159.195.25:934,10.00%,365 ms
188.114.98.237:891,10.00%,365 ms
188.114.99.166:4233,10.00%,365 ms
188.114.97.181:2371,10.00%,365 ms
162.159.195.137:1074,10.00%,365 ms
188.114.96.120:3476,10.00%,365 ms
162.159.195.114:878,10.00%,365 ms
162.159.195.150:8319,10.00%,365 ms
162.159.195.69:5279,10.00%,365 ms
188.114.98.118:2506,10.00%,365 ms
188.114.98.253:934,10.00%,365 ms
162.159.195.52:1014,10.00%,365 ms
188.114.96.159:1014,10.00%,365 ms
188.114.99.22:942,10.00%,365 ms
188.114.99.147:939,10.00%,365 ms
188.114.96.36:8319,10.00%,365 ms
188.114.97.74:955,10.00%,365 ms
188.114.97.101:4233,10.00%,365 ms
188.114.99.153:939,10.00%,365 ms
188.114.99.157:939,10.00%,365 ms
188.114.98.138:8854,10.00%,365 ms
162.159.192.159:4233,10.00%,365 ms
162.159.192.174:7559,10.00%,365 ms
162.159.192.12:968,10.00%,366 ms
162.159.195.143:894,10.00%,366 ms
188.114.96.31:890,10.00%,366 ms
188.114.99.24:3138,10.00%,366 ms
162.159.195.25:3854,10.00%,366 ms
162.159.192.166:894,10.00%,366 ms
188.114.97.226:955,10.00%,366 ms
162.159.195.23:3854,10.00%,366 ms
188.114.97.231:7156,10.00%,366 ms
188.114.97.59:1843,10.00%,366 ms
162.159.195.52:7152,10.00%,366 ms
162.159.192.224:5956,10.00%,366 ms
188.114.99.11:939,10.00%,366 ms
188.114.99.220:1074,10.00%,366 ms
188.114.98.142:8742,10.00%,366 ms
188.114.97.70:955,10.00%,367 ms
188.114.97.177:500,10.00%,367 ms
188.114.99.134:878,10.00%,367 ms
162.159.195.66:5279,10.00%,367 ms
188.114.99.242:1074,10.00%,367 ms
188.114.96.212:891,10.00%,367 ms
188.114.98.252:934,10.00%,367 ms
188.114.98.18:7559,10.00%,367 ms
188.114.96.181:955,10.00%,367 ms
188.114.96.19:500,10.00%,367 ms
162.159.195.64:1387,10.00%,367 ms
188.114.99.25:942,10.00%,367 ms
188.114.98.173:8319,10.00%,367 ms
188.114.97.255:987,10.00%,368 ms
188.114.96.51:1387,10.00%,368 ms
188.114.97.101:1843,10.00%,368 ms
188.114.97.120:864,10.00%,368 ms
162.159.195.3:3854,10.00%,368 ms
162.159.195.143:1074,10.00%,368 ms
188.114.98.167:8319,10.00%,368 ms
188.114.96.221:7559,10.00%,368 ms
162.159.192.91:1387,10.00%,368 ms
162.159.192.148:4233,10.00%,368 ms
162.159.192.243:3138,10.00%,368 ms
162.159.192.12:3854,10.00%,368 ms
188.114.97.162:8319,10.00%,368 ms
162.159.195.179:946,10.00%,368 ms
188.114.97.107:1843,10.00%,368 ms
188.114.98.22:7559,10.00%,368 ms
162.159.195.193:864,10.00%,368 ms
188.114.96.101:946,10.00%,368 ms
188.114.96.213:890,10.00%,368 ms
188.114.99.58:2506,10.00%,368 ms
188.114.97.187:908,10.00%,369 ms
188.114.97.187:878,10.00%,369 ms
162.159.195.235:955,10.00%,369 ms
188.114.96.224:7559,10.00%,369 ms
162.159.192.82:7103,10.00%,369 ms
188.114.99.21:3138,10.00%,369 ms
162.159.195.54:1014,10.00%,369 ms
162.159.192.151:4233,10.00%,369 ms
162.159.195.45:8854,10.00%,369 ms
188.114.96.162:945,10.00%,369 ms
188.114.97.203:1843,10.00%,369 ms
188.114.96.19:4233,10.00%,369 ms
188.114.98.5:934,10.00%,369 ms
162.159.195.22:3854,10.00%,369 ms
188.114.97.227:4177,10.00%,369 ms
188.114.97.220:4177,10.00%,369 ms
188.114.98.208:890,10.00%,370 ms
188.114.99.117:7559,10.00%,370 ms
188.114.99.63:7156,10.00%,370 ms
188.114.99.220:880,10.00%,370 ms
188.114.99.143:7103,10.00%,370 ms
188.114.99.27:3138,10.00%,370 ms
188.114.98.55:1070,10.00%,370 ms
162.159.195.99:1002,10.00%,370 ms
188.114.98.33:7152,10.00%,370 ms
188.114.96.181:3138,10.00%,370 ms
188.114.99.243:1074,10.00%,370 ms
162.159.192.143:8742,10.00%,370 ms
188.114.98.209:1843,10.00%,370 ms
188.114.99.232:880,10.00%,370 ms
162.159.195.11:500,10.00%,371 ms
188.114.97.180:500,10.00%,371 ms
188.114.96.51:7559,10.00%,371 ms
188.114.99.119:1701,10.00%,371 ms
188.114.99.103:3476,10.00%,371 ms
188.114.98.122:864,10.00%,371 ms
162.159.195.182:946,10.00%,372 ms
162.159.192.243:946,10.00%,372 ms
188.114.97.82:946,10.00%,372 ms
188.114.99.149:3476,10.00%,372 ms
162.159.195.132:1074,10.00%,372 ms
188.114.97.27:1014,10.00%,372 ms
188.114.96.72:7281,10.00%,372 ms
188.114.97.111:4233,10.00%,372 ms
188.114.96.72:946,10.00%,373 ms
162.159.195.211:3476,10.00%,373 ms
188.114.97.210:955,10.00%,373 ms
162.159.192.36:968,10.00%,373 ms
162.159.192.90:1387,10.00%,373 ms
162.159.192.193:8886,10.00%,373 ms
188.114.98.80:8854,10.00%,373 ms
188.114.97.107:4233,10.00%,373 ms
188.114.97.99:987,10.00%,373 ms
162.159.192.146:4233,10.00%,374 ms
188.114.99.149:939,10.00%,374 ms
188.114.97.220:955,10.00%,374 ms
188.114.99.232:1074,10.00%,374 ms
188.114.99.134:7103,10.00%,374 ms
188.114.98.149:8742,10.00%,374 ms
188.114.98.115:934,10.00%,374 ms
188.114.98.34:7103,10.00%,374 ms
188.114.98.125:864,10.00%,375 ms
162.159.192.230:934,10.00%,375 ms
188.114.99.194:1701,10.00%,375 ms
188.114.99.99:942,10.00%,375 ms
162.159.195.203:8742,10.00%,375 ms
188.114.99.106:7559,10.00%,376 ms
188.114.99.97:942,10.00%,376 ms
188.114.96.25:8319,10.00%,376 ms
188.114.96.42:7156,10.00%,376 ms
188.114.97.198:939,10.00%,376 ms
188.114.98.183:908,10.00%,376 ms
162.159.192.35:3854,10.00%,377 ms
188.114.98.107:934,10.00%,377 ms
188.114.98.111:934,10.00%,377 ms
162.159.192.172:894,10.00%,377 ms
162.159.192.137:943,10.00%,377 ms
188.114.97.69:1014,10.00%,377 ms
188.114.99.118:859,10.00%,377 ms
188.114.97.217:4177,10.00%,377 ms
188.114.99.243:7559,10.00%,377 ms
162.159.195.3:7156,10.00%,377 ms
188.114.98.238:890,10.00%,378 ms
162.159.195.5:3581,10.00%,378 ms
188.114.98.100:854,10.00%,378 ms
162.159.192.15:3854,10.00%,379 ms
162.159.195.169:1014,10.00%,379 ms
162.159.195.176:2408,10.00%,379 ms
162.159.192.171:894,10.00%,379 ms
188.114.98.63:859,10.00%,380 ms
188.114.96.201:891,10.00%,380 ms
188.114.98.237:890,10.00%,380 ms
162.159.192.170:4177,10.00%,380 ms
188.114.99.113:7559,10.00%,381 ms
188.114.98.114:2506,10.00%,381 ms
188.114.96.153:1014,10.00%,381 ms
188.114.99.218:1002,10.00%,381 ms
162.159.195.174:1014,10.00%,382 ms
188.114.97.67:7281,10.00%,382 ms
188.114.98.98:3854,10.00%,382 ms
188.114.98.120:2506,10.00%,382 ms
188.114.98.119:2506,10.00%,383 ms
162.159.195.163:1014,10.00%,383 ms
188.114.97.85:1387,10.00%,383 ms
162.159.192.143:4233,10.00%,384 ms
162.159.195.216:928,10.00%,385 ms
188.114.98.116:2506,10.00%,385 ms
188.114.98.69:3581,10.00%,385 ms
188.114.98.221:3476,10.00%,386 ms
188.114.98.135:8854,10.00%,386 ms
162.159.195.209:3476,10.00%,387 ms
188.114.97.73:955,10.00%,388 ms
162.159.195.214:3476,10.00%,388 ms
162.159.195.209:928,10.00%,388 ms
188.114.98.130:1002,10.00%,389 ms
188.114.97.58:1843,10.00%,389 ms
188.114.99.140:7103,10.00%,389 ms
188.114.98.108:2506,10.00%,389 ms
188.114.98.104:2506,10.00%,389 ms
188.114.99.140:878,10.00%,390 ms
188.114.97.78:955,10.00%,392 ms
162.159.195.191:946,10.00%,392 ms
162.159.195.184:946,10.00%,393 ms
162.159.195.154:8742,10.00%,393 ms
162.159.195.156:8742,10.00%,395 ms
188.114.98.116:934,10.00%,396 ms
188.114.98.124:864,10.00%,397 ms
188.114.98.136:8854,10.00%,398 ms
188.114.98.93:3854,10.00%,399 ms
162.159.195.187:864,10.00%,402 ms
162.159.195.194:8742,10.00%,403 ms
162.159.195.186:946,10.00%,404 ms
188.114.98.114:934,10.00%,407 ms
188.114.98.106:2506,10.00%,407 ms
162.159.195.190:864,10.00%,408 ms
188.114.98.97:3854,10.00%,410 ms
162.159.195.165:1014,10.00%,412 ms
162.159.195.196:4177,10.00%,412 ms
188.114.98.93:854,10.00%,417 ms
162.159.195.195:8742,10.00%,418 ms
188.114.98.88:8854,10.00%,424 ms
162.159.195.191:864,10.00%,431 ms
162.159.195.174:2408,10.00%,436 ms
188.114.99.185:7156,20.00%,385 ms
162.159.192.222:5956,20.00%,388 ms
188.114.96.104:946,20.00%,391 ms
162.159.192.187:8886,20.00%,394 ms
188.114.98.228:880,20.00%,395 ms
188.114.96.242:934,20.00%,396 ms
188.114.97.7:946,20.00%,398 ms
188.114.98.23:955,20.00%,398 ms
188.114.98.206:1843,20.00%,399 ms
188.114.96.23:500,20.00%,399 ms
162.159.192.100:1070,20.00%,400 ms
162.159.195.239:1387,20.00%,400 ms
188.114.99.8:939,20.00%,400 ms
188.114.97.21:4198,20.00%,400 ms
188.114.96.93:1701,20.00%,401 ms
188.114.97.211:955,20.00%,401 ms
162.159.192.222:934,20.00%,401 ms
188.114.99.55:864,20.00%,401 ms
188.114.99.221:880,20.00%,401 ms
188.114.96.22:4233,20.00%,401 ms
162.159.195.230:854,20.00%,402 ms
188.114.96.23:4233,20.00%,402 ms
188.114.98.23:7559,20.00%,402 ms
188.114.96.73:946,20.00%,403 ms
188.114.97.197:1843,20.00%,403 ms
188.114.98.76:946,20.00%,403 ms
188.114.98.15:955,20.00%,403 ms
162.159.195.78:878,20.00%,404 ms
162.159.192.110:3138,20.00%,404 ms
162.159.192.97:1070,20.00%,404 ms
162.159.192.223:934,20.00%,404 ms
162.159.192.217:3854,20.00%,404 ms
188.114.97.49:934,20.00%,404 ms
188.114.96.77:4233,20.00%,404 ms
188.114.99.86:5279,20.00%,405 ms
188.114.96.22:500,20.00%,405 ms
188.114.98.50:1070,20.00%,405 ms
188.114.97.254:987,20.00%,405 ms
188.114.98.210:890,20.00%,405 ms
162.159.192.95:8742,20.00%,405 ms
188.114.99.228:880,20.00%,405 ms
188.114.99.121:7103,20.00%,405 ms
188.114.99.195:7559,20.00%,405 ms
188.114.97.151:3581,20.00%,406 ms
188.114.96.66:7281,20.00%,406 ms
188.114.98.170:8319,20.00%,406 ms
188.114.98.179:1018,20.00%,406 ms
162.159.195.241:1387,20.00%,406 ms
188.114.97.142:3581,20.00%,406 ms
188.114.99.221:1074,20.00%,407 ms
188.114.97.41:864,20.00%,407 ms
188.114.99.49:2506,20.00%,407 ms
162.159.192.115:988,20.00%,407 ms
188.114.99.16:7156,20.00%,407 ms
162.159.192.234:5956,20.00%,407 ms
188.114.96.77:2408,20.00%,407 ms
188.114.99.217:1387,20.00%,407 ms
188.114.96.222:7559,20.00%,407 ms
188.114.98.189:1014,20.00%,408 ms
162.159.192.178:7559,20.00%,408 ms
162.159.192.110:988,20.00%,408 ms
188.114.97.137:943,20.00%,408 ms
188.114.97.28:4198,20.00%,408 ms
188.114.98.43:7103,20.00%,408 ms
188.114.97.175:500,20.00%,408 ms
188.114.97.200:939,20.00%,408 ms
188.114.97.88:946,20.00%,408 ms
162.159.195.101:943,20.00%,409 ms
188.114.98.57:859,20.00%,409 ms
188.114.97.104:4233,20.00%,409 ms
188.114.96.63:946,20.00%,409 ms
188.114.98.3:934,20.00%,409 ms
188.114.99.239:7559,20.00%,409 ms
162.159.192.213:3854,20.00%,409 ms
162.159.195.4:500,20.00%,409 ms
162.159.192.71:7103,20.00%,409 ms
162.159.195.243:955,20.00%,409 ms
162.159.195.126:878,20.00%,410 ms
162.159.195.146:1074,20.00%,410 ms
188.114.97.173:500,20.00%,410 ms
162.159.195.76:1387,20.00%,410 ms
162.159.192.231:5956,20.00%,410 ms
188.114.97.197:939,20.00%,411 ms
162.159.195.115:943,20.00%,411 ms
188.114.98.239:890,20.00%,411 ms
188.114.96.68:946,20.00%,411 ms
188.114.98.192:1014,20.00%,411 ms
188.114.96.73:7281,20.00%,411 ms
162.159.195.212:928,20.00%,411 ms
188.114.98.213:890,20.00%,411 ms
188.114.98.165:890,20.00%,412 ms
188.114.99.47:968,20.00%,412 ms
188.114.97.36:987,20.00%,412 ms
162.159.192.115:3138,20.00%,412 ms
188.114.96.250:7281,20.00%,412 ms
188.114.99.75:3138,20.00%,412 ms
188.114.97.10:946,20.00%,412 ms
188.114.97.30:1014,20.00%,413 ms
162.159.192.130:5279,20.00%,413 ms
162.159.192.246:946,20.00%,413 ms
162.159.195.91:2506,20.00%,413 ms
188.114.96.139:1010,20.00%,413 ms
188.114.96.158:1014,20.00%,413 ms
162.159.192.77:4177,20.00%,413 ms
188.114.98.148:8742,20.00%,414 ms
188.114.99.67:7156,20.00%,414 ms
162.159.192.150:8742,20.00%,414 ms
188.114.97.6:934,20.00%,414 ms
188.114.96.148:987,20.00%,414 ms
162.159.192.226:5956,20.00%,414 ms
188.114.99.33:942,20.00%,414 ms
188.114.99.72:3138,20.00%,415 ms
188.114.98.163:890,20.00%,415 ms
188.114.99.175:7156,20.00%,415 ms
188.114.96.233:7103,20.00%,415 ms
162.159.195.122:903,20.00%,415 ms
188.114.97.53:1843,20.00%,415 ms
162.159.195.142:894,20.00%,415 ms
188.114.96.110:4198,20.00%,415 ms
162.159.192.147:4233,20.00%,415 ms
188.114.98.10:934,20.00%,415 ms
162.159.195.74:5279,20.00%,416 ms
188.114.99.165:4233,20.00%,416 ms
188.114.96.33:890,20.00%,416 ms
162.159.192.158:8742,20.00%,416 ms
162.159.192.96:8742,20.00%,416 ms
188.114.99.17:939,20.00%,416 ms
188.114.97.214:955,20.00%,416 ms
188.114.96.65:7281,20.00%,416 ms
188.114.99.207:1387,20.00%,416 ms
188.114.99.206:1387,20.00%,416 ms
188.114.96.144:987,20.00%,416 ms
188.114.99.95:942,20.00%,416 ms
188.114.99.13:939,20.00%,417 ms
162.159.192.116:988,20.00%,417 ms
162.159.195.17:500,20.00%,417 ms
188.114.97.232:7156,20.00%,417 ms
188.114.98.69:859,20.00%,417 ms
188.114.96.191:943,20.00%,417 ms
162.159.192.140:943,20.00%,417 ms
188.114.98.186:908,20.00%,417 ms
188.114.96.146:987,20.00%,417 ms
162.159.192.131:3581,20.00%,417 ms
188.114.97.155:8319,20.00%,417 ms
188.114.99.62:3138,20.00%,417 ms
188.114.99.238:7559,20.00%,418 ms
162.159.192.64:1074,20.00%,418 ms
188.114.98.6:987,20.00%,418 ms
188.114.98.210:1843,20.00%,418 ms
162.159.195.67:5279,20.00%,418 ms
188.114.97.247:987,20.00%,418 ms
188.114.97.21:1014,20.00%,418 ms
188.114.99.56:864,20.00%,418 ms
188.114.99.203:1701,20.00%,418 ms
188.114.98.228:3476,20.00%,418 ms
188.114.97.216:4177,20.00%,418 ms
188.114.98.231:890,20.00%,418 ms
162.159.195.81:7103,20.00%,419 ms
188.114.97.133:894,20.00%,419 ms
188.114.97.206:1843,20.00%,419 ms
162.159.195.58:5279,20.00%,419 ms
162.159.195.108:943,20.00%,419 ms
188.114.97.65:7281,20.00%,419 ms
188.114.99.179:1180,20.00%,419 ms
162.159.192.209:500,20.00%,419 ms
162.159.195.15:500,20.00%,420 ms
188.114.98.181:1018,20.00%,420 ms
162.159.192.89:1387,20.00%,420 ms
188.114.99.18:939,20.00%,420 ms
188.114.96.63:7281,20.00%,421 ms
188.114.96.66:946,20.00%,421 ms
188.114.97.84:1387,20.00%,421 ms
188.114.97.102:1843,20.00%,421 ms
188.114.98.63:3581,20.00%,421 ms
188.114.99.124:1701,20.00%,421 ms
188.114.97.161:4233,20.00%,421 ms
162.159.195.6:3581,20.00%,421 ms
188.114.98.224:880,20.00%,421 ms
188.114.98.138:934,20.00%,421 ms
188.114.99.224:1074,20.00%,421 ms
188.114.97.12:946,20.00%,421 ms
188.114.97.55:7281,20.00%,421 ms
162.159.195.102:878,20.00%,421 ms
162.159.192.108:1070,20.00%,421 ms
162.159.192.218:8854,20.00%,421 ms
188.114.97.40:987,20.00%,421 ms
188.114.97.151:1070,20.00%,421 ms
188.114.98.145:859,20.00%,422 ms
162.159.192.191:8886,20.00%,422 ms
188.114.98.44:7103,20.00%,422 ms
188.114.97.81:1387,20.00%,422 ms
188.114.96.89:1701,20.00%,422 ms
188.114.96.183:3138,20.00%,422 ms
162.159.195.148:8319,20.00%,422 ms
188.114.99.167:1002,20.00%,422 ms
162.159.195.161:8319,20.00%,422 ms
188.114.99.154:3476,20.00%,422 ms
188.114.96.151:1070,20.00%,423 ms
188.114.96.130:1010,20.00%,423 ms
188.114.97.116:903,20.00%,423 ms
188.114.98.44:7152,20.00%,423 ms
188.114.97.252:987,20.00%,423 ms
188.114.96.45:903,20.00%,423 ms
188.114.99.40:968,20.00%,423 ms
188.114.99.75:7156,20.00%,423 ms
162.159.192.158:4233,20.00%,423 ms
188.114.96.255:7281,20.00%,423 ms
188.114.97.193:908,20.00%,423 ms
188.114.97.158:4233,20.00%,423 ms
188.114.98.245:890,20.00%,423 ms
188.114.97.227:955,20.00%,423 ms
188.114.98.7:987,20.00%,423 ms
188.114.96.187:943,20.00%,423 ms
188.114.99.188:1180,20.00%,423 ms
188.114.98.17:955,20.00%,424 ms
162.159.195.82:878,20.00%,424 ms
162.159.192.232:934,20.00%,424 ms
162.159.195.102:943,20.00%,424 ms
188.114.97.170:2371,20.00%,424 ms
188.114.99.223:880,20.00%,424 ms
188.114.98.216:890,20.00%,425 ms
162.159.192.19:968,20.00%,425 ms
188.114.96.68:7281,20.00%,425 ms
162.159.195.47:1014,20.00%,425 ms
188.114.98.127:864,20.00%,425 ms
188.114.98.152:8742,20.00%,425 ms
188.114.98.182:1018,20.00%,425 ms
188.114.99.73:7156,20.00%,425 ms
188.114.96.86:4233,20.00%,425 ms
188.114.98.39:7103,20.00%,425 ms
188.114.97.100:1843,20.00%,425 ms
188.114.99.60:864,20.00%,425 ms
188.114.96.88:7281,20.00%,426 ms
188.114.99.92:942,20.00%,426 ms
162.159.192.169:894,20.00%,426 ms
188.114.99.118:7559,20.00%,426 ms
188.114.98.9:934,20.00%,426 ms
162.159.195.251:942,20.00%,426 ms
188.114.98.19:7559,20.00%,426 ms
188.114.96.168:3138,20.00%,426 ms
188.114.96.16:4233,20.00%,427 ms
188.114.97.58:7281,20.00%,427 ms
188.114.96.106:4500,20.00%,427 ms
162.159.192.45:968,20.00%,427 ms
162.159.195.28:934,20.00%,427 ms
188.114.99.192:7559,20.00%,427 ms
188.114.97.74:1014,20.00%,428 ms
188.114.96.200:890,20.00%,428 ms
162.159.195.56:1014,20.00%,428 ms
188.114.99.225:1074,20.00%,428 ms
162.159.195.79:7103,20.00%,428 ms
188.114.99.139:7103,20.00%,428 ms
188.114.99.87:4198,20.00%,428 ms
188.114.97.44:5956,20.00%,428 ms
188.114.97.100:4233,20.00%,428 ms
188.114.96.126:1010,20.00%,428 ms
188.114.97.109:1843,20.00%,428 ms
162.159.195.39:4233,20.00%,428 ms
188.114.96.218:8854,20.00%,428 ms
188.114.99.136:7103,20.00%,428 ms
162.159.192.25:3854,20.00%,428 ms
188.114.98.12:7559,20.00%,428 ms
188.114.99.70:7156,20.00%,428 ms
188.114.96.179:955,20.00%,428 ms
188.114.98.87:8854,20.00%,429 ms
162.159.192.61:7281,20.00%,429 ms
162.159.195.10:3581,20.00%,429 ms
188.114.98.155:859,20.00%,429 ms
188.114.99.39:945,20.00%,429 ms
188.114.99.251:4177,20.00%,429 ms
188.114.96.95:7281,20.00%,429 ms
162.159.195.145:1074,20.00%,429 ms
162.159.192.239:946,20.00%,429 ms
188.114.96.218:7559,20.00%,430 ms
